,label,text
3399,0,האהבה היא מעל הכל רק כשנבין נקבל ונכבד יקרה פה השינוי . מזל טוב לזוג הצעיר . אהבה זה כל הסיפור
3400,0,אהבתי שבדף ה פייסבוק של הנשיא יופיע השיר הזה
3401,0, טוב מאוד  כבוד הנשיא ! 
3402,0,אני לא בחרתי בך ... אבל ברכות חמות והרבה הצלחה אדוני הנשיא
3403,0,מזל טוב לנשיא ולרעיתו
3404,0,מזל טוב ענק לך רובי ריבלין בטוחה שתמלא את תפקידך ביושר כמו תמיד
3405,0,חזק וברוך כבוד הנשיא
3406,1,מפגר
3407,0,בהצלחה רבה לך בתפקיד המכובד והחשוב הזה . מאחלת לך ימים טובים .
3408,0,ככ עצוב ממש קורע לב יהיה זכרו ברוך 
3409,0, רובי  אתה לא צריך לרצות לאחל  אתה יכול לאחל וזהו . 
3410,1, אביטל  אין דבר כזה יהודי משיחי..כמו שאין דבר כזה ערבי אוהב יהודים . 
3411,0,שבת שלום כבוד הנשיא אשר בירושלים השלמה.כבת דור 17 לשבט ריבלין-אני גאה בך !!
3412,0," תבורך האגם האמיתי שהכרתי כל השנים . גם בבית""ר.וגם בליכוד "
3413,0,אחלה
3414,0,מלאך קטן השם יקום דמו
3415,0,ככה היה צריך לעשות בביתר ששם התופעה הזאת גדולה הרבה יותר
3416,0, הרווחת ביושר את הלייק שלי  אדוני  נשיא מדינת ישראל ! 
3417,0,אתה מלך שבת שלום
3418,0,ב ה צ ל ח ה נשיא מדינת ישראל ראובן ריבלין !!!
3419,0,יהי זכרו ברוך את כל המלאכים אלוהים רוצה לידו
3420,0,שמח שנבחרת אשמח אם תהיה באולפן הספורט כבקשת הקהל
3421,0,ברכות להצלחה !!!
3422,0, רובי  מה המצב גבר ...? אתה לא מכיר אותי אבל אני מכיר אותך ... שיהיה לך בהצלחה מחר ואשמח אם תבחר  אתה ראוי . 
3423,1,אין נקמה על דם ילד קטן השם יקום דמו נשמת השטן שחיה במשגרי הפצמר קחו בחשבון נקמת דם ילד קטן עוד לו ברא השטן
3424,0,ואני מאחל לך בהצלחה בשבוע הבא
3425,0,צלם בהזמנה יש יותר טוב .
3426,0, ממש מרגש ! ניכר שזכיתם אחד בשניה  נקווה שגם עם ישראל יזכה מחר בנשיא ראוי  מייצג ומאחד את השורות .... 
3427,0,בהצלחה לך כי הצלחה שלך ואנחנו נצא נישכרים אז החזיקו אצבעות ומחר ניפגש
3428,0, תודה  כבוד הנשיא . 
3429,0,אין ראוי ממך לתפקיד אני גאה שאתה הנשיא בכבוד זאבי מכרמיאל
3430,1,אתה איתנו גמרת
3431,1,יש דברים כבוד הנשיא . ״ שהשתיקה יפה להם ״ תפסיק לנסות להתייפייף
3432,0,בהצלחה ובהנאה כבוד הנשיא
3433,0,סחתיין עליך רובי
3434,0, מרגש כנה ואמיתי  בהצלחה מחר בסיבוב הראשון והסופי . 
3435,0,מדהימות ....
3436,0, שבת שלום ובהצלחה לנשיא העשירי של המדינה . מכל בני המשפחה המורחבת  אוהבים אותך מאוד !!!!! 
3437,0,אן מתאים ממך בהצלחה
3438,0,אוהבים אותך רובי !!!
3439,1,תגובה רופסת . בוש והיכלם !
3440,0,בהצלחה כבודו
3441,1,מספיק עם הנאביות !!!!!!! לא לזה ציפיתי כשמחאתי כפיים בשומעי שניבחרת לנשיא המדינה !!! אל תאכזב רובי
3442,0, מזל טוב איש ירושלים . אוהב ארץ ישראל ואת עמו . שמח בשמחת רוב העם היהודי  בבחירתך לתפקיד הרם . שא ברכה והצלחה . 
3443,0,איזה מרגש . זוג יקר בהצלחה בדרך לבית הנשיא .
3444,0,היחיד שראוי-בעזרת ה' תצליח !!!!
3445,0,מיטן ראכטן פיס אדוני הנשיא ובתרגום מיידיש עם רגל ימין . כיציאה לדרך צלחה לליגה ולך כבודו
3446,0,תודה לך רובי שהבאת את הקול של הרוב השפוי לקדמת הציבוריות הישראלית .
3447,0,יש לנו נשיא מענטש
3448,1,מצפה ממך להוביל עונש מוות למרצחים וסילוק כל הבוגדים מכנסת ישראל
3449,0,בהצלחה 
3450,0,אמן ואמן אדוני הנשיא
3451,0,כן להתפלל לבורא עולם זה עוזר וזה בדוק .
3452,0,אדוני שיהיה לך שבת שלום .
3453,0,מזל טוב איש יקר וממש מגיע לך כי אתה איש מיוחד וצנוע ומקווה להגיע לטקס
3454,1," תלמד מפרס שהיה מאחד בין כולם ולא מתסיס כמוך חכמינו ז""ל אמרו סייג לחוכמה שתיקה "
3455,0,הלואי שכל מה שתעשה בכל בוקר בתפקידך הוא-לחייך 
3456,1,האם הם מרגישים חלק מישראל ומוכנים להיות נאמנים לה ? בספק . ראינו את זה לפני ימים ספורים ובכל יום
3457,0,שבת שלום לך ולכל משפחתך והצלחה בתפקידך החדש
3458,1,נשיא של שקל וחצי .. עוד אחד שמתחנף לצד המאיים שלנו
3459,1,בושה וחרפה אדוני הנשיא - מעודד התבללות ! ניסית לצאת נהור - יצאת חמור !!!
3460,0,שבת מבורכת מר רבילין איש יקר
3461,0,ברכות לך אדוני הנשיא ראובן ריבלין משפחת עקל נסים כולם מברכים ומאחלים הצלחה בתפקיד הממלכתי
3462,1,למה רק עכשיו
3463,0,חופשה נעימה לכולם . גם לך כבוד הנשיא .
3464,1,ערבי ישראלי רק כשהוא צריך אותנו כשהוא לא צריך אותנו הוא כבר פלסטינאי
3465,1,תחזור להיות רובי ריבלין שכולנו מכירים ! הימני והציוני ! מספיק עם הפנים היפות של הנשיאות !!!
3466,1,מדינת ישראל דרך הסוכנות משקיעה הון על מנת להוריד את התבוללות בעולם..ופה ?
3467,1,אכזבת .... ניהית פרס V2... שום מילה על התבוללות ???
3468,0, שבת שלום  כבוד הנשיא ! כל הכבוד ! 
3469,0,קשה עצוב מאוד הלב נשבר
3470,1,אויש . עלה לי הסוכר . רק חסר משהו עם שלום עולמי כי אין לי אינסולין .
3471,1," עדיף היה לא להביע דעה יותר טוב היית עושה בתור נשיא מדינת היהודים שהושבע על ספר התנ""ך רק פחות מחודש !! "
3472,0,הלב מת ונשבר ...
3473,0,כמה עצוב יהיה זיכרו ברוך
3474,0,מדוע ביבי ה : - ) : - ) לא מרגיע את רוחות השנאה העוצמתים.די .
3475,1,יורים טילים על ישראל ואתם מאוננים במשכן .? !
3476,0,אתה הנשיא הראוי למדינת ישראל..בהצלחה ויישר כח
3477,1,תישלכו קמה טילים לבתים נתושים ותגידאו הם שילמו !!!!! דייי לשתיקה ינתיפדה שלישית מי זמן יתחיל !!!
3478,0,דרך צלחה לך ולכל עם ישראל שמחים שאתה הנשיא שלנו .
3479,0,אמן
3480,0,שבת שלום לך כבוד נשיא המדינה הבא . ולמרות הכל תנהג כנשיא ותשכח את מה שעשו גורמים בממשלה .
3481,0,אין מילים .... הוא כל כך מקסים . .. מושלם ... : (
3482,1,אני בא לברך על החתונה הזאת הסיפור ?
3483,0,רובי היקר המשך בדרכך זו כי בטוחני שבסוף האדם הראוי ינצנץ מעלה מעלה . מאחל לך הצלחה רבה . ודע לך כי הציבור אוהב אותך
3484,0,יחי נשיא מדינת ישראל
3485,0,שבוע טוב לנשיא המדינה איזה כיף להגות את המילים האלה אין לך מושג כמה גאווה יש בהצלחה !!!!!!
3486,0,הכל מתגמד כשקוברים ילד בן 4
3487,1,הכהונה שלך בתור נשיא מתחילה בצביעות דוחה . מגנה גזענות במכבי והולך לטדי להתנשק עם אנשי לה פמילייה .
3488,0,מזל טוב לנשיא החדש שלנו עלה והצלח
3489,0,יישר כוח
3490,0,משתתפים בצערכם וכואבים מאוד את כאבכם !!
3491,0,ריבלין רק אל תשכח לרגע מאיפה באת בהצלחה ובכבוד רב
3492,0, אי אפשר להיות אדיש לתמימות של דניאל הקטן  איך לא היצלחנו להגן עליו ? 
3493,0,אך רובי רובי
3494,0,אמן הלוואי שהכל י
3495,0,בהצלחה לך כבוד הנשיא אין ראוי ממך
3496,0, עצוב אין מילים  יהי זכרו ברוך ! 
3497,1,העולם מריע למעשים ולא לדיבורים .
3498,0,ביבי אכל בולבול !
3499,0,אוהבים את הנשיא !!!
3500,1,ואני שמעתי שמחמוד עבאס משלם משכורות לחוטפים ולרוצחים .
3501,0,איזו אישה מפרגנת : )
3502,0,לשבת הבאה מבית הנשיא .
3503,0,כל הכבוד לכבוד הנשיא כך ראוי עלה והמצלח בתפקידך הרם
3504,0,אמונה יהודית גם מאמינה באדם באשר הוא אדם .
3505,0,אמן שיחזרו כבר לביתם לחיבוק המשפחתי : )
3506,0,האדם הראוי לתפקיד
3507,1,בלקסיקון שלהם לא קיימת מילה כמו חמלה
3508,1,רובי למה לא הגבת על השלטים שהעניפו אתמול המפגינים שהביעו בפרוש אלימות מילולות נגדינו נגד חיילנו
3509,0,כל הכבוד !
3510,0,ואוו איזה יופי . בהצלחה .....
3511,0,יש לי כרטיס אדי כבר ברבה שנים תבורכו כל התורמים ..... שיגע הזמן .
3512,0,סוף סוף כבוד למוסד הנשיאות
3513,0,כל הכבוד לנשיאנו היקר שנותן דוגמא אישית .
3514,0,מרגש מאוד
3515,0,. וכל מילה נוספת מיותרת . שבת שלום לך אדוני הנשיא !
3516,1,איך נפש יהודיה מוסרת את עצמה לערבי איך ?????
3517,0,יישר כוח לנשיא ריבלין .
3518,0,עצוב : ( יהיה זכרו ברוך
3519,1,אבו מאזן מממן רוצחים בכלא
3520,0,כמה כאב ילד קטן שצריך להמשיך לשחק ולצחוק מלאך קטן תתנחמו משמים ... .
3521,0,בהצלחה !!!
3522,0,בהצלחה.מלח הארץ .
3523,0, מזל טוב כבוד הנשיא  העם אוהב אותך מאד !! 
3524,0,שבת שלום כבוד הנשיא .
3525,0,שבת שלום אדוני היקר - מקוווה שהמשפטים האלה שכתבת
3526,1, תפסיק לחיות בסרט  אבו מאזן הוא מחבל 
3527,0, נשיא שהוא בן אדן  סבא ובן לארץ הזו 
3528,0,אדוני הנשיא . אם הדמוקרטיה ועתיד הדו קיום חשובים לך עשה מעשה ולך להיות אורח של כבוד בחתונה הזאת .
3529,0,ב ה צ ל ח ה !!!! מחזיקים אצבעות !!!!! ( ;
3530,0, אדוני הנשיא  תודה על ישרך הפנימי וגישתך ההומניסטית . 
3531,0,עד 120 יחד
3532,0, לנשיא היקר  הלוואי ותצליח במשימתך החשובה שלקחת על עצמך . מניעת אלימות ואהבת השונה באשר הוא . 
3533,1,זה בכלל לא הסתה זה עניין כבר של התבוללות ואוי חנו אם זה ימשך כך ולא נעצור זאת זאת כבר לא תהיה מדינה של יהודים ה ׳ ישמור
3534,0,איזה כייף לשניכם על שמצאתם האחד את השנייה . בהצלחה מחר
3535,0,מה זה העתק של אבא ?
3536,0,יום גדול היום הזה !! בהצלחה לאיש הראוי לתפקיד !!
3537,0,מדינת ישראל זכתה בנשיא מדינה ישר ולעניין
3538,0, רובי ריבלין  הטעות שלך היא שניסית להיות ״ יותר צדיק מהאפיפיור ״ . זה פשוט לא הולך כך . 
3539,1,אתה צודק חלקית . הלוואי שהתופעות האלו יעלמו אבל אסור לך להתעלם מגזענות של ערבים במגרשים ...
3540,0,נשיא אלק זה עוד ביבי בתחפושת לא תהיה כמו פרס בחיים את ליכודניק חומני
3541,0,אדוני הנשיא המון ברכות קטנות וגם גדולות ומי ידע שתייצג אותנו בהוגנות ותביא עלינו שלום כולל במזרח התיכון אמן .
3542,0,יש לעקור את הגזענות מהשורש
3543,0,שבת טובה מנתניה
3544,1, כבוד הנשיא  אתה אולי רוצה ללכת לנחם גם את משפחתו של נהג השופל שדרס יהודים ?? 
3545,1,אז כנראה שהחלום יימשך הרבה זמן ...
3546,0,כל כך כואב ועצוב ... יהי זכרו ברוך .
3547,0,בהצלחה לנשיאות מדינת ישראל האחד והיחיד
3548,0,ותארו לכם שפואד או שטרית היו ניבחרים
3549,1,עוד אחד ....
3550,0,יישר כוחך.שבא אתה אל העם ברגעים קשים.זו גדולתו של נשיא .
3551,0,להיות סבא זו זכות גדולה ותענוג גדול . נכדים הם הרבית של החיים . תהנה ותודה שאתה משתף .
3552,0,זה נוראאאאא !!
3553,0,אהבתי מאוד - התמונה מוצלחת . בהצלחה לך כבוד הנשיא . הנכד מתוק .
3554,0,בהצלחה מר ריבלין
3555,0,תיקון . כן . יהי . רצון .
3556,0,אתה הנשיא הבא ואדםהישר והכי ראוי לעמוד בראש מדינתנו והאחד שלא מזגזג והמורשת שך בגין זוהי מורשתך
3557,0,כבוד גדול הוא לנו שנברת . יברכך ה' וישמרך ..
3558,0,מרגש מאוד !
3559,0,גם לך בבית הנשיא
3560,0,אשת חיל כל הכבוד לאשת הנשיא הבא בעזרת ה
3561,0,גאה שאתה נשיא המדינה
3562,0,בוכה עם ההורים האבלים.אין נחמה . לא מתארת לעצמי איך יוכלו להמשיך לחיות
3563,1, לחסל את החמאס מיד  שאל אותי כיצד 
3564,1,אין כל קשר להסתה ולגזענות . לא כל התנגדות היא הסתה . יאללה שחרר .
3565,0,בהצלחה איש טוב
3566,0,כואב הלב
3567,0,סוף סוף יש לנו נשיא שמבין בספורט
3568,1,איך שהכושי הפך עורו תתבייש לך נשיא המדינה אלק את דברייך שמע אלוהים והוא ישפוט אותך בבוא הימים ...
3569,1,ביום שבו ערבים יסכימו לבנותיהם להינשא ליהודים ( דבר שאין לא תקדים ... ) נדבר !!!!
3570,1," התבוללות זה ערכי בית""ר ? רובי ריבלין לא מפתיע . ממשיך לאכזב . "
3571,0,אמן !
3572,0,סבא צעיר תהנה
3573,0,כל ההכבוד לך . לאור השתיקה של כל ההנהגה לנוכח הגל העכור ששוטף אותנו קולך ועמדתך חשובים ואמיצים פי כמה
3574,0,שבת שלום מבורכת ומוצלחת .
3575,0, הענק חנינה ללופליאנסקי  ובכך תקבל שכר משמים ותועיל בתפקידך 
3576,0,שבת שלום גם לך כבוד הנשיא
3577,0,תודה לך כבוד הנשיא !!! היינו זקוקים לקולך הברור נגד הגזענות והאלימות כלפי האזרחים הערבים !
3578,0, בספורט אני מבינה מעט מאוד  אבל חלומותינו עולים בקנה אחד 
3579,0,עזר כנגדו [ או כנגדה ... ]
3580,0,כל תמונה מקבלת משמעות . תנוח על משכבך בשלום . תהא מנוחתך עדן
3581,0,יש כאן תגובות של אנשים שלא שמעו על חוקי נירנברג . ניסו את זה כבר . עלינו .
3582,0,לא רק הנכד אוהב אותך גם עם ירשאל.מאחלים הצלחה בתפקיד לאריכות ימים בבריאות טובה .
3583,0,תענוג לראות דבר תורה מפי נשיא המדינה .
3584,0,הלב פשוט נקרע
3585,0, נפלא  ב ה צ ל ח ה . 
3586,0, מילים מתוקות ... תודה . שבת שלום  בידידות מהצפון . 
3587,0,כל כך עצוב .
3588,0,רובי ידידי היקר ממחר בעזרת השם נשיא מדינת ישראל . האדם הנכון במקום הנכון .
3589,0,אין עליך סבא עם נשמה וזה אחד הדברים המיוחדים שבך . אפילו שהיום אתה נשיא לא מסתיר את רגשותיך .
3590,0,איך אני מעריכה את האיש הזה ... כמה צניעות ..
3591,0,מקסים ואמיתי ! בהצלחה ל ״ ידוע ״ ולאשתו ... מהטרמפיסטית למעלית אצל חופש שכטר ( - : וד ״ ש מהמושב ... בהצלחה לשניכם !
3592,1,כבוד הנשיא אינו יכל להביע את עמדתו ומן הראוי שלא יפרסם מאומה ברשתות החברתיות
3593,1,תשחרר מחבלים ?
3594,0,הכי ראוי והכי צנוע זוכה פרס נובל
3595,1,נכון כי החיים של ישראלים שווים יותר מהחיים של שאר העמים הנחותים
3596,1, ראובן  תתפטר 
3597,0, יפהפיות  חופש נעים ובטוח.שקט הרחבי המדינה  וחזרת הבנים לביתם 
3598,0,אין נחמה עצובבבב הדמעות זולגות מאליהן בכאב דוקר חזק
3599,0,كل الاحترام ! תודה לנשיא המדינה . הקריאה שלך מבורכת וראויה לכבוד רב והערכה
3600,1,ביתר טהורה לעד אל תנסו להיות כמונו
3601,0,הבת שלך שתהייה בריאה מאד מאד דומה לך
3602,1,הנשיא ריבלין איכזבת !!!!
3603,0,כל הכבוד כבוד הנשיא אוהבים אותך
3604,1, מהראן ראדי זה מחבל ערבי מסריח שתומך בטרור  ושיילך להרים את התחת למוחמד הכלב שלו 
3605,0,הבחירה בך לנשיא היא הבחירה הכי טובה לנו ולמדינתנו .
3606,0,לא אמרנו שההיגוי הוא RUVI ??? אז כדאי שבדף הרשמי גם יהיה כתוב כך .... לא ?
3607,0,איש מקסים עם פנים טובות אשר לא דבק בוא רבב . מי יתן ותהיה הנשיא הבא שלנו . בהצלחה
3608,0,איזה מתוק 
3609,0,בהצלחה !
3610,0,חשבתי על זה שוב ושוב.התלבטתי בינך ובין פואד . גמרתי אומר שמרתק לי . שאתה תייצג אותנו שם .
3611,0,רובי זה דני הנהג מלונדון מחזיק לך ידיים אוהב אותך .....
3612,0,כול הכבוד צריך להפסיק עם ההסטות האלה
3613,0, ברכות להיבחרך לנשיא העשירי של מדינת ישראל  והצלחה רבה בתפקידך . 
3614,0,אין כמו הנכדים .
3615,0,תחזקנה ידיך
3616,1, הרסת רובי  הרסת את כל ההערכה אליך 
3617,0,בלי אשה כזאת לא יודע אם היה מגיע לכל אשר הגיע
3618,0,אנחנו חצי צעד מהפשיזם
3619,0,הלב נקרע הנפש בוכה . אי אפשר לתאר כאב גדול מזה . אנא אלוהים שמור נא על כל ילדיך
3620,0,שבת שלום נשיא המדינה שלי אני מקווה שגם כשתהיה בבית הנשיא תמשיך להיות חבר שלנו בפיסבוק
3621,0, תודה לכם ביבי ואיווט  פנו דרך לפנים חדשות : יחי כבוד נשיא המדינה מר ראובן ריבלין  יחי ראש הממשלה הבא מר גדעון סער . 
3622,0,כל הכבוד !!! לאב יו ריבלין !! אמרתי לכם !!
3623,1,שילד בן 4 משלם מחיר מלחמה .... אותי זה פירק  די רוצים לגדול בשקט ...
3624,1,מדאיג מאוד
3625,0,כל הכבוד לכבוד הנשיא כך ראוי עלה והמצלח בתפקידך הרם
3626,0, ריגשת אותי  מקסים ! 
3627,0,כואב עוד יותר . מלאך קטן ומקסים . ינוח בשלום על משכבו . תנחומים מעומק הלב למשפחה הדואבת !!!
3628,0, כול הכבוד  בהצלחה . 
3629,0,בוודאי שראוי ביותר . רובי הוא מהדור הוותיק של ארץ ישראל היפה ... בהצלחה
3630,0,מקסים ! יישר כח . אחת העם
3631,0,בהצלחה מחר כבוד הנשיא
3632,1,אני מאחל להם דברים אחרים . שילכו לחפש ערביות מה הם רוצים מהיהודיות שלנו מההה
3633,0,כואב הלב על חיים שנגדעו בגלל שנאה ..
3634,0,נשיא למופת ישר כח
3635,1, זה לא הזמן להעלות את זה  אבל יש לייצר מערכת ממשלתית שתבדוק את יעילות התפילות . 
3636,0,באצלחה
3637,0,הנשיא כל הכבוד על ההזדהות
3638,1, שמאלנים אפסים  יום יבוא תריחו את הקבר בגלל תמיכתכם בערבים  כי הם שונאים אתכם מעבר לזה שאתם אוהבים אותם !!! 
3639,0, בהצלחה  לכבוד הנשיא הנבחר ראובן ריבלין  במזל טוב ובסימן טוב !!! 
3640,0, אתה איש ראוי לתפקיד לו נבחרת  רובי . ותודה על המילים המחזקות . כך מדבר נשיא מדינה . 
3641,0,רק לך מתאים להיות נשיא של ישראל
3642,0,מי היה מאמין שדווקא מוסד הנשיאות יהפוך לאור ולתקווה בחיינו .
3643,0,המון מזל טוב ! שמחים ומתרגשים איתכם
3644,0,בהצלחה לך ולמדינה . החוכמה היא להשאר תמיד צנוע . וכך תפקידך יתמלא באההה
3645,0,הלב שלי נקרע
3646,1, לחסל את החמאס מיד  שאל אותי כיצד 
3647,0,מספיק עם הגזענות . אלה חיים פרטיים של בני הזוג .
3648,0,כל הכבוד
3649,0,איש יקר . וישר איש ירושלים
3650,1,באמת בושה מה הקשר שלו בכלל לחמס הזבל הזה אנשים תהיו הגיונייים
3651,1,מעניין איך היית מגיב עם הבת שלך הייתה מתחתנת אם מוחמד . בחלום בלילה היית מדבר ככה
3652,0,הצלחה מרגש כל הכבוד
3653,0,קמצן ! תחליף כבר את תיבת הדואר ! או לפחות תתקן ! ( מימי המנדט הבריטי בחיי )
3654,1," * פשתה  כבוד הנשיא  לא  "" פשטה "" "" ... ( וחוץ מזה כל הכבוד ... ) """
3655,1,תראה הנה היא עומדת הנה היא הולכת הנה היא עושה קקי
3656,0,אוהבים אותך רובי כבוד הנשיא
3657,1,ראובן ריבלין נשיא מדינה יקר אני רוצה ליראותך איך אתה היתה מגיב אם הבת שלך תינשא לערבי
3658,0,נשיא ללא נסיעות
3659,0,עם ישראל בוכה עליך ילד מקסים
3660,0,חחחחחחחחחחח איזה מתוק הנכדה שליבת 3 כל היום מצלמת אותי דור המצלמות
3661,0,מזל טוב למחמוד ומורל !!!
3662,1,בתור נשיא לא צריך להיתערב מה חסר לך עבודה או משעמם לך אולי .
3663,0,רובי בהצלחה רבה.אוהבים אותך
3664,1,לא ידעתי שיש לך נכד גמד . מרגש
3665,1,אופ אפ אפפפ ..... מי דיבר על אלימות ... מביעים דעה דמוקטית .... נשיא .... אני מתפלא עליך ...
3666,1,נשיא בחאווה
3667,0,מרגש מיוחד ומקסים ... בהצלחה
3668,0,חופש הגדול
3669,1, בתור אוהד מכבי תל־אביב  צריך להעיף את הגזענות הזאת מהמגרשים  היא לא מתאימה  במיוחד שהוא שחקן של הקבוצה שלך 
3670,0,יפה
3671,0, רובי ראובן ריבלין מייצג את הטוב והיפה בארצנו  יחי נשיא המדינה תחי מדינת ישראל !!! 
3672,0,כבוד גדול לנשיא הבא הבחירה וההצבעה הכי טובים ומשמעותיים בכנסת שהיו בשנים האחרונות
3673,1,רובי ריבלין אתה לא ראוי להיות נשיא . הבחירה בך היא בזיון .
3674,0,האיש הנכון במקום הנכון .
3675,0, כבוד הנשיא  הערכתי אותך כפוליטיקאי וחשבתי שתהיה נשיא נהדר ומסתבר שצדקתי . יישר כח על היושרה הערכים והאומץ . 
3676,0,שבת שלום ונעימה שתהיה לך ולמישפחה.מחכים שכבר תהיה בבית הנשיא תישמור על עצמך ותדע שהעם מאחוריך ואוהב אותך .
3677,0,חופשה נעימה ובטוחה
3678,1,גם הצבעת נגד הדחתה של חנין זועבי . אז מה אתה רוצה ?
3679,1,אני לא מאמין רק עכשיו חתמת עשרים שנה אחרי היכן היית עד כה רוב הסיכויים שבעברינו כבר אולי לא ישתמשו ....
3680,1,אם לזועבי וטיבי מותר ... והם עושים זאת בצורה פרובקטיבית קיצונית ולא חוקית !! אז גם להם מותר !!
3681,0, ברכות חמות כבוד הנשיא  
3682,0,נסיכת היופי . ( חג שמח ) ברכות ימתוקה .
3683,0, נשיא בשיא          
3684,0,כשהנשיא מחייך כל עם ישראל שמח
3685,1,לא היתה צריך לשטות מהבקבוקים הפתוחים בבית הנשיא היתי ממליץ לאחול רק מה השבתה מהבית ואו בשימורים
3686,0,ישר כח !!
3687,0,בהצלחה רבה וברכה קטנה מירושלים ....
3688,1,אנחנו מתביישים שאתה נשיא מדינת ישראל !
3689,0, תודה לך כבוד הנשיא  אני תוהה כמה נשיאים לפניך היו אומרים מילים דומות 
3690,0,נחמה אשת הנשיא
3691,0,כול הכבוד לאשת הנשיא הבא
3692,0, רובי  בהצלחה  איש ישר דרך  מלח הארץ  הלוואי ותהיה נשיא מדינתו לכבוד יהיה לנו . מחזיקים לך ..... 
3693,0,בהצלחה
3694,0," שבת שלום כבוד  "" נשיא המדינה "" "" . """
3695,0,בהצלחה איש יקר . האיש המתאים במקום המתאים ולגמרי מגיע לך .
3696,1, הו  הנה זה מתחיל  הדרך לקונצנזוס עוברת דרך התעלסות עם האוייב . ברוך הבא למועדון ! 
3697,0,בהצלחה 
3698,0,מזל טוב איש יקר מהיום אתה מספר 1 של מדינת ישראל עלה והצלח .
3699,0,נחמה היקרה כמה מרגש ומרטיט את סיפי הלב אינשאלללללה אהבה אושר וחיים טובים ישררו בבתיכם לעד .
3700,0, רובי ראובן ריבלין - תמונה נהדרת  פוסט מעולה . הנשיא שלנו כל הכבוד . אהבתי . 
3701,0,כבוד הנשיא אתה המלך שלנו .
3702,0,נשיא למופת . אין מלים להביע את הערכתי לכבודך .
3703,0,אחלה נשיא .
3704,0, אדוני הנשיא  ההצלחה שלך ההצלחה שלנו ! 
3705,1,מאחל לבתך חתן מוסלמי גדול וחזק מקווה שקנו שטיחים שתוכל להתפלל
3706,0,רק רובי מתאים ביותר השאר ממש ממש לא .
3707,0,נשיא שמשחק כדורגל עוד לא היה לנו . שבת שלום כבוד הנשיא ראובן ריבלין
3708,1,עשיתי טעות שתמכתי בך . עוד יהודון אוהב ערבים .
3709,0,חג שמח עוד שבוע אתה נשיא
3710,0,אני רוצה לאחל לכולנו אותך במשכן הנשיא . שיהיה בהצלחה
3711,0,איזה כייף שאתה הנשיא שלנו !!!!
3712,0,כבוד הנשיא ... מגיל אפס אהבתי אותך יחי יחי יחי
3713,1, לא מבין את האיגרת . כלומר מבין את התוכן אבל לא את הכוונה . מה זה דיווח פעילות שבועי  העברת מסר ? הגדרת כוונות ? 
3714,0,מזל טוב והרבה אושר לזוג הטרי תמשיכו בשמחה ..
3715,0," כנ""ל "
3716,0,תל חי ורק כך !
3717,0,יישר כח !
3718,0, ראוי ללא עוררין להיות בכס הנשיאות  העם מחכה לך ....... 
3719,0,ישר כח .
3720,0,דמותו של דניאל התמים והמתוק לא משה מעיניי ומליבי . אינני מסוגלת להפסיק לחשוב עליו .
3721,0,איך קיוויתי שתהיה נשיא המדינה . יישר כוח !!
3722,1,רובי למה לא הגבת על השלטים שהעניפו אתמול המפגינים שהביעו בפרוש אלימות מילולות נגדינו נגד חיילנו
3723,1,הפוך
3724,0,מתאים לי !!!
3725,0,בהצלחה בבחירות כבוד הנשיא
3726,0,מזל טוב ובהצלחה ................
3727,0,כל הכבוד לך כבוד הנשיא על המילים ועל האומץ לשאת אותן מול גל השנאה והגזענות המכוער והמביש הזה
3728,0,בהצלחה בתפקיד החדש רק תישאר עם אותו לב
3729,0,נשבר הלב ...
3730,0,בריאות ואריכות חיים כבוד הנשיא הנבחר
3731,0,מברכת אותך שתצליח
3732,1, הרסת רובי  הרסת את כל ההערכה אליך 
3733,0,כל הכבוד על הדברים .
3734,1," שכחת לחתום את הפוסט ביאללה בית""ר "
3735,0,הלב נקרע
3736,0,שבת שלום ושיהיה לך בהצלחה
3737,0,עצוב מאד מלאך קטן.יהי זכרו ברוך
3738,0,יחי נשיא מדינת ישראל . תחי מדינת ישראל . יש נשיא בירשולים ובכל מדינת ישראל . מזל טוב והרבה הצלחה .
3739,0,הלוואי שיכולתי להצביע כי אז הייתי מצביעה עבורך . שיהיה במזל טוב ובהצלחה.נשיא שלנו שלי
3740,0,אל תשכח את משה קצב . עשה עמו צדק .
3741,0,הלב נחמץ להפרד מילד רך אין מילים להביע תנחומיי
3742,0,כל הכבוד !
3743,1,הלוואי שהנכדה שלך תתחתן עם ערבי .
3744,0,כול הכבוד לך רובי נשיאנו האהוב .
3745,0,צודק 100%
3746,0,אמן כבוד הנשיא
3747,0,מאחלת לך הצלחה ומקווה שתוכל לעזור לאנשים הקטנים במדינה הזאת שחיים מגרושים ולא שורדים את החודש
3748,0,שבת . שלום . לראובן . והמשפחה היקרים
3749,0,מקסימה
3750,1,רק הערה : שחקנים הינם מודל לחיקוי אז דעותיהם כן חשובות .
3751,1,במקרה הזה ברור לכולם שהמריח הוא המסריח
3752,0, רובי  אוהבים אותך ❤️ בהצלחה . 
3753,1,ראדי לא יהיה במכבי רק יהודים במכבי
3754,0,בטוחים שתצליח . אוהבים ומעריכים אותך .
3755,0,גם אני נושאת כרטיס אדי . חשוב ומציל חיים ומה אתכם חברים יקרים ??
3756,0,מילים אמיצות כדורבנות . כל הכבוד ותודה !
3757,0,יהי זכרו ברוך
